id,predict
2998,3
2999,3
3000,1
3001,0
3002,5
3003,0
3004,0
3005,3
3006,1
3007,3
3008,3
3009,5
3010,0
3011,4
3012,1
3013,1
3014,1
3015,2
3016,4
3017,2
3018,1
3019,1
3020,4
3021,3
3022,2
3023,2
3024,2
3025,4
3026,0
3027,3
3028,0
3029,1
3030,4
3031,4
3032,5
3033,2
3034,1
3035,1
3036,0
3037,2
3038,3
3039,4
3040,4
3041,4
3042,3
3043,0
3044,2
3045,2
3046,0
3047,1
3048,4
3049,4
3050,0
3051,2
3052,2
3053,0
3054,3
3055,0
3056,3
3057,1
3058,4
3059,1
3060,2
3061,2
3062,5
3063,0
3064,3
3065,1
3066,1
3067,0
3068,2
3069,0
3070,0
3071,0
3072,0
3073,5
3074,2
3075,1
3076,4
3077,0
3078,5
3079,2
3080,2
3081,5
3082,4
3083,0
3084,2
3085,4
3086,1
3087,5
3088,4
3089,2
3090,1
3091,2
3092,0
3093,2
3094,3
3095,2
3096,2
3097,1
3098,0
3099,4
3100,2
3101,1
3102,5
3103,2
3104,5
3105,1
3106,1
3107,1
3108,3
3109,2
3110,1
3111,0
3112,2
3113,0
3114,2
3115,4
3116,2
3117,0
3118,4
3119,0
3120,3
3121,3
3122,4
3123,1
3124,3
3125,5
3126,2
3127,0
3128,5
3129,5
3130,4
3131,2
3132,4
3133,0
3134,3
3135,3
3136,1
3137,3
3138,3
3139,0
3140,2
3141,1
3142,3
3143,5
3144,2
3145,0
3146,1
3147,5
3148,5
3149,2
3150,3
3151,1
3152,2
3153,5
3154,2
3155,5
3156,1
3157,4
3158,4
3159,2
3160,1
3161,2
3162,3
3163,1
3164,5
3165,3
3166,0
3167,3
3168,2
3169,3
3170,3
3171,2
3172,0
3173,3
3174,1
3175,0
3176,2
3177,4
3178,2
3179,5
3180,3
3181,1
3182,3
3183,1
3184,2
3185,5
3186,1
3187,2
3188,2
3189,0
3190,2
3191,1
3192,0
3193,5
3194,1
3195,2
3196,2
3197,2
3198,0
3199,3
3200,2
3201,0
3202,0
3203,3
3204,2
3205,4
3206,1
3207,5
3208,0
3209,5
3210,2
3211,1
3212,1
3213,3
3214,1
3215,3
3216,2
3217,2
3218,3
3219,1
3220,3
3221,5
3222,5
3223,5
3224,0
3225,4
3226,0
3227,3
3228,2
3229,1
3230,1
3231,0
3232,0
3233,2
3234,2
3235,1
3236,0
3237,3
3238,1
3239,3
3240,1
3241,0
3242,3
3243,2
3244,1
3245,4
3246,3
3247,1
3248,4
3249,2
3250,3
3251,5
3252,2
3253,0
3254,3
3255,4
3256,3
3257,3
3258,3
3259,1
3260,3
3261,5
3262,2
3263,0
3264,0
3265,0
3266,5
3267,0
3268,1
3269,4
3270,0
3271,3
3272,4
3273,4
3274,2
3275,3
3276,2
3277,1
3278,2
3279,4
3280,0
3281,2
3282,1
3283,2
3284,2
3285,0
3286,1
3287,4
3288,1
3289,5
3290,2
3291,0
3292,0
3293,2
3294,1
3295,5
3296,2
3297,4
3298,3
3299,3
3300,5
3301,0
3302,2
3303,2
3304,2
3305,5
3306,0
3307,4
3308,1
3309,0
3310,1
3311,4
3312,5
3313,1
3314,4
3315,2
3316,1
3317,3
3318,2
3319,4
3320,0
3321,3
3322,3
3323,3
3324,3
3325,5
3326,3
3327,5
3328,0
3329,0
3330,0
3331,5
3332,1
3333,1
3334,2
3335,4
3336,5
3337,0
3338,3
3339,2
3340,2
3341,2
3342,2
3343,1
3344,0
3345,4
3346,1
3347,2
3348,5
3349,3
3350,0
3351,2
3352,2
3353,5
3354,1
3355,5
3356,2
3357,2
3358,3
3359,0
3360,5
3361,0
3362,2
3363,2
3364,3
3365,2
3366,0
3367,4
3368,3
3369,3
3370,4
3371,1
3372,1
3373,5
3374,1
3375,1
3376,0
3377,2
3378,3
3379,0
3380,0
3381,2
3382,2
3383,0
3384,2
3385,1
3386,4
3387,2
3388,3
3389,5
3390,2
3391,5
3392,1
3393,1
3394,0
3395,4
3396,5
3397,4
3398,4
3399,5
3400,1
3401,0
3402,2
3403,2
3404,4
3405,2
3406,0
3407,4
3408,1
3409,2
3410,4
3411,0
3412,1
3413,1
3414,0
3415,1
3416,4
3417,5
3418,0
3419,3
3420,1
3421,4
3422,2
3423,3
3424,2
3425,0
3426,0
3427,3
3428,2
3429,2
3430,0
3431,0
3432,0
3433,4
3434,1
3435,1
3436,5
3437,0
3438,0
3439,2
3440,2
3441,0
3442,1
3443,1
3444,3
3445,3
3446,0
3447,3
3448,2
3449,3
3450,4
3451,2
3452,4
3453,1
3454,2
3455,1
3456,1
3457,2
3458,2
3459,4
3460,1
3461,0
3462,0
3463,2
3464,4
3465,3
3466,4
3467,3
3468,0
3469,1
3470,2
3471,2
3472,1
3473,5
3474,5
3475,5
3476,3
3477,3
3478,2
3479,0
3480,1
3481,1
3482,3
3483,0
3484,1
3485,2
3486,4
3487,4
3488,0
3489,4
3490,3
3491,0
3492,3
3493,4
3494,5
3495,5
3496,1
3497,2
3498,2
3499,3
3500,4
3501,0
3502,3
3503,3
3504,1
3505,3
3506,2
3507,3
3508,3
3509,5
3510,3
3511,2
3512,5
3513,2
3514,2
3515,4
3516,2
3517,2
3518,2
3519,3
3520,1
3521,4
3522,0
3523,5
3524,5
3525,2
3526,1
3527,2
3528,2
3529,1
3530,2
3531,2
3532,2
3533,2
3534,0
3535,0
3536,1
3537,0
3538,5
3539,1
3540,3
3541,0
3542,2
3543,2
3544,4
3545,1
3546,1
3547,2
3548,3
3549,0
3550,5
3551,0
3552,2
3553,3
3554,2
3555,0
3556,1
3557,5
3558,2
3559,1
3560,4
3561,4
3562,5
3563,0
3564,5
3565,3
3566,3
3567,0
3568,3
3569,3
3570,2
3571,2
3572,0
3573,0
3574,2
3575,4
3576,3
3577,3
3578,1
3579,1
3580,0
3581,2
3582,2
3583,2
3584,0
3585,2
3586,0
3587,4
3588,5
3589,0
3590,4
3591,1
3592,1
3593,0
3594,0
3595,2
3596,4
3597,0
3598,0
3599,1
3600,2
3601,3
3602,3
3603,5
3604,5
3605,2
3606,1
3607,2
3608,4
3609,2
3610,1
3611,2
3612,0
3613,0
3614,5
3615,2
3616,2
3617,1
3618,3
3619,4
3620,3
3621,3
3622,0
3623,5
3624,5
3625,2
3626,0
3627,1
3628,4
3629,4
3630,2
3631,1
3632,2
3633,1
3634,1
3635,5
3636,3
3637,0
3638,1
3639,5
3640,2
3641,1
3642,1
3643,5
3644,4
3645,0
3646,0
3647,4
3648,1
3649,3
3650,3
3651,1
3652,0
3653,2
3654,2
3655,2
3656,1
3657,0
3658,0
3659,0
3660,1
3661,1
3662,5
3663,0
3664,5
3665,2
3666,5
3667,1
3668,1
3669,2
3670,2
3671,3
3672,2
3673,0
3674,2
3675,2
3676,0
3677,2
3678,1
3679,1
3680,3
3681,0
3682,2
3683,0
3684,1
3685,3
3686,2
3687,2
3688,2
3689,1
3690,0
3691,5
3692,2
3693,2
3694,1
3695,1
3696,5
3697,2
3698,3
3699,0
3700,5
3701,1
3702,1
3703,2
3704,0
3705,0
3706,4
3707,4
3708,0
3709,2
3710,0
3711,0
3712,0
3713,4
3714,4
3715,4
3716,3
3717,3
3718,4
3719,1
3720,2
3721,5
3722,5
3723,2
3724,3
3725,2
3726,2
3727,3
3728,5
3729,2
3730,2
3731,5
3732,2
3733,1
3734,1
3735,2
3736,0
3737,4
3738,2
3739,2
3740,1
3741,3
3742,3
3743,0
3744,4
3745,3
3746,2
3747,1
3748,0
3749,5
3750,4
3751,1
3752,0
3753,0
3754,5
3755,2
3756,1
3757,3
3758,1
3759,4
3760,2
3761,5
3762,3
3763,0
3764,2
3765,2
3766,5
3767,1
3768,2
3769,1
3770,5
3771,3
3772,2
3773,1
3774,0
3775,0
3776,3
3777,2
3778,2
3779,4
3780,2
3781,3
3782,1
3783,0
3784,0
3785,3
3786,3
3787,3
3788,0
3789,1
3790,2
3791,1
3792,1
3793,1
3794,2
3795,1
3796,1
3797,4
3798,2
3799,1
3800,2
3801,2
3802,3
3803,2
3804,0
3805,2
3806,2
3807,0
3808,2
3809,2
3810,0
3811,1
3812,4
3813,2
3814,4
3815,2
3816,5
3817,1
3818,0
3819,3
3820,5
3821,1
3822,1
3823,0
3824,1
3825,0
3826,4
3827,2
3828,5
3829,3
3830,4
3831,5
3832,3
3833,0
3834,5
3835,4
3836,1
3837,0
3838,0
3839,2
3840,5
3841,3
3842,2
3843,2
3844,3
3845,2
3846,2
3847,4
3848,3
3849,0
3850,2
3851,2
3852,0
3853,2
3854,3
3855,4
3856,5
3857,1
3858,3
3859,1
3860,4
3861,3
3862,2
3863,3
3864,2
3865,0
3866,2
3867,1
3868,5
3869,2
3870,0
3871,5
3872,1
3873,5
3874,0
3875,0
3876,1
3877,1
3878,3
3879,1
3880,2
3881,3
3882,0
3883,0
3884,2
3885,3
3886,3
3887,0
3888,4
3889,2
3890,1
3891,2
3892,2
3893,3
3894,2
3895,1
3896,4
3897,2
3898,0
3899,2
3900,3
3901,2
3902,4
3903,5
3904,0
3905,3
3906,2
3907,2
3908,1
3909,1
3910,0
3911,1
3912,3
3913,1
3914,4
3915,0
3916,5
3917,5
3918,3
3919,0
3920,0
3921,5
3922,5
3923,1
3924,1
3925,1
3926,1
3927,4
3928,2
3929,1
3930,3
3931,4
3932,1
3933,5
3934,0
3935,2
3936,1
3937,0
3938,5
3939,4
3940,1
3941,3
3942,1
3943,3
3944,0
3945,3
3946,0
3947,1
3948,3
3949,2
3950,0
3951,2
3952,3
3953,4
3954,5
3955,0
3956,0
3957,2
3958,2
3959,2
3960,0
3961,4
3962,3
3963,2
3964,3
3965,0
3966,2
3967,1
3968,0
3969,3
3970,3
3971,0
3972,0
3973,0
3974,5
3975,3
3976,1
3977,3
3978,2
3979,4
3980,2
3981,2
3982,0
3983,0
3984,2
3985,1
3986,1
3987,4
3988,1
3989,1
3990,3
3991,0
3992,2
3993,0
3994,1
3995,1
3996,1
3997,0
3998,0
3999,2
